medicine_name,category,current_stock,avg_monthly_sales,unit_price,days_until_expiry,store_id,will_expire_unused
MED-0044-RI,Antipyretics,299,123,20.62,152,Store_C,0
MED-0079-EC,Antipyretics,343,11,44.45,64,Store_B,1
MED-1520-PD,Antiseptics,115,39,104.78,176,Store_C,0
MED-7959-BF,Analgesics,344,133,6.43,480,Store_A,0
MED-3825-AN,Supplements,199,10,113.79,362,Store_A,1
MED-1585-KV,Antibiotics,331,16,156.67,255,Store_A,1
MED-4842-JI,Antibiotics,489,2,69.43,237,Store_B,1
MED-2481-BG,Antibiotics,477,51,38.13,494,Store_D,0
MED-5648-AB,Analgesics,498,113,137.71,449,Store_A,0
MED-8427-TZ,Antipyretics,138,26,32.8,170,Store_C,0
MED-3974-NN,Antiseptics,150,60,5.82,470,Store_D,0
MED-5719-IJ,Antipyretics,60,112,85.67,497,Store_D,0
MED-9125-FX,Antibiotics,72,47,197.77,352,Store_B,0
MED-2116-XK,Supplements,273,26,14.94,396,Store_B,0
MED-3682-HO,Analgesics,462,46,97.64,617,Store_C,0
MED-5028-ID,Supplements,118,112,73.24,176,Store_C,0
MED-1569-OQ,Supplements,30,15,166.97,457,Store_D,0
MED-6384-BA,Antibiotics,197,52,149.24,692,Store_D,0
MED-8001-DG,Antipyretics,342,77,147.52,728,Store_A,0
MED-4439-GI,Antipyretics,32,124,18.25,155,Store_A,0
MED-5466-UC,Supplements,414,100,32.3,512,Store_D,0
MED-7551-SC,Supplements,130,88,115.87,691,Store_D,0
MED-3538-SY,Antiseptics,423,47,7.16,468,Store_C,0
MED-6536-QV,Supplements,286,86,198.35,94,Store_B,0
MED-7681-DD,Antipyretics,68,88,99.34,381,Store_B,0
MED-8328-ID,Supplements,495,147,117.24,254,Store_A,0
MED-2772-AI,Antibiotics,107,92,116.21,495,Store_D,0
MED-1215-GW,Antipyretics,307,136,157.14,369,Store_C,0
MED-8518-VG,Antipyretics,141,110,85.42,562,Store_B,0
MED-9752-VK,Supplements,81,88,66.87,658,Store_D,0
MED-1564-YZ,Antibiotics,32,26,67.21,326,Store_B,0
MED-7254-IY,Antipyretics,253,39,22.81,104,Store_B,1
MED-6962-XW,Analgesics,172,4,39.01,384,Store_A,1
MED-6094-EA,Antipyretics,150,117,84.44,64,Store_B,0
MED-3482-RO,Antibiotics,488,127,117.54,374,Store_D,0
MED-6586-XF,Analgesics,225,148,162.64,54,Store_D,0
MED-5577-XM,Antipyretics,333,130,68.85,510,Store_B,0
MED-4255-RL,Antiseptics,364,147,64.75,74,Store_B,0
MED-0107-JO,Supplements,126,71,125.01,77,Store_C,0
MED-9764-JR,Analgesics,14,31,144.41,303,Store_D,0
MED-1876-HJ,Antiseptics,385,74,122.94,545,Store_C,0
MED-9606-AZ,Antibiotics,113,138,62.24,238,Store_D,0
MED-2066-IY,Antipyretics,381,53,142.87,290,Store_D,0
MED-6371-NR,Analgesics,115,3,164.14,650,Store_B,1
MED-4644-ZT,Supplements,99,106,176.55,525,Store_C,0
MED-0258-LK,Antibiotics,482,118,5.18,514,Store_A,0
MED-9949-BY,Analgesics,401,121,86.17,578,Store_B,0
MED-7952-CM,Antiseptics,77,53,104.88,601,Store_C,0
MED-2819-RZ,Supplements,155,90,34.62,212,Store_A,0
MED-4092-EQ,Supplements,134,14,88.5,135,Store_C,1
MED-7079-IV,Antipyretics,190,100,88.36,221,Store_A,0
MED-2769-XT,Antipyretics,218,60,6.33,396,Store_B,0
MED-8149-DY,Antibiotics,328,16,151.5,576,Store_C,0
MED-6348-VL,Antibiotics,471,103,130.11,571,Store_C,0
MED-7251-DV,Antibiotics,477,145,99.8,261,Store_C,0
MED-4597-RI,Analgesics,224,81,162.72,583,Store_A,0
MED-3404-LX,Supplements,465,8,172.16,575,Store_D,1
MED-8163-AC,Antibiotics,10,147,189.28,314,Store_B,0
MED-1803-VB,Antibiotics,443,82,135.52,360,Store_B,0
MED-2957-VT,Antipyretics,386,29,161.47,195,Store_A,1
MED-4131-GE,Antipyretics,94,22,138.12,251,Store_C,0
MED-9558-QD,Antipyretics,280,113,66.02,88,Store_C,0
MED-7671-QR,Antibiotics,113,130,121.58,229,Store_D,0
MED-9540-UQ,Antiseptics,39,124,129.48,266,Store_D,0
MED-0667-EV,Antipyretics,5,88,37.81,327,Store_A,0
MED-5852-RR,Antibiotics,182,64,145.47,728,Store_C,0
MED-6041-VD,Antibiotics,231,134,196.34,32,Store_D,1
MED-2474-RX,Antipyretics,120,15,135.85,282,Store_A,0
MED-5317-TI,Antibiotics,384,25,32.15,79,Store_B,1
MED-5785-XV,Analgesics,339,80,192.48,300,Store_B,0
MED-3111-RF,Antiseptics,251,9,140.56,588,Store_A,1
MED-6157-FK,Antibiotics,358,97,118.61,285,Store_B,0
MED-8396-VF,Antiseptics,245,14,195.28,475,Store_C,1
MED-1186-OV,Antiseptics,338,122,38.46,111,Store_B,0
MED-6137-NU,Supplements,419,39,17.31,376,Store_B,0
MED-8703-SA,Analgesics,213,102,134.31,597,Store_B,0
MED-3744-RP,Supplements,344,86,85.09,51,Store_C,1
MED-6572-YS,Supplements,276,51,131.51,654,Store_C,0
MED-2051-ME,Antibiotics,340,131,186.51,511,Store_B,0
MED-6670-BB,Antibiotics,491,70,55.62,477,Store_D,0
MED-4509-DI,Antipyretics,109,67,5.04,641,Store_B,0
MED-4719-RK,Analgesics,443,111,175.86,356,Store_A,0
MED-4390-UL,Antibiotics,5,133,104.92,111,Store_C,0
MED-5440-SK,Antipyretics,63,33,143.65,135,Store_A,0
MED-3864-NY,Antiseptics,192,71,26.07,628,Store_B,0
MED-6758-ZN,Analgesics,476,57,126.81,469,Store_B,0
MED-6238-SX,Supplements,117,40,163.94,108,Store_B,0
MED-8484-IG,Antipyretics,290,99,94.84,100,Store_D,0
MED-5677-YE,Analgesics,110,8,152.14,499,Store_B,0
MED-5100-DW,Antibiotics,72,50,172.22,392,Store_A,0
MED-7158-EY,Supplements,478,79,172.46,460,Store_D,0
MED-7640-PB,Analgesics,439,129,181.31,440,Store_B,0
MED-3960-FV,Antibiotics,186,114,50.55,460,Store_C,0
MED-3591-UF,Antipyretics,474,64,16.98,640,Store_B,0
MED-5842-SM,Supplements,26,127,101.13,454,Store_B,0
MED-5007-HZ,Analgesics,453,32,71.17,431,Store_C,0
MED-7155-PX,Analgesics,277,39,67.48,236,Store_B,0
MED-9327-YM,Antipyretics,60,120,29.15,511,Store_C,0
MED-5816-PX,Analgesics,385,130,165.14,506,Store_B,0
MED-1294-KD,Supplements,325,130,53.16,557,Store_D,0
MED-3704-CE,Antipyretics,65,55,7.58,94,Store_D,0
MED-9448-TT,Analgesics,196,18,164.83,564,Store_C,0
MED-4272-SW,Antiseptics,185,72,103.22,191,Store_B,0
MED-7748-OK,Supplements,456,79,91.86,637,Store_C,0
MED-9107-DJ,Analgesics,14,126,92.2,681,Store_B,0
MED-5149-JV,Antibiotics,344,130,35.38,530,Store_B,0
MED-1974-IO,Antipyretics,406,135,85.64,308,Store_C,0
MED-5781-CA,Analgesics,465,136,55.88,56,Store_B,1
MED-5291-SB,Antibiotics,467,37,39.92,248,Store_A,1
MED-7834-IZ,Supplements,321,131,153.89,638,Store_D,0
MED-1698-IZ,Supplements,158,36,127.4,442,Store_B,0
MED-0634-EN,Antibiotics,173,72,178.06,61,Store_C,1
MED-8563-LU,Analgesics,47,136,164.96,602,Store_B,0
MED-3402-KI,Antiseptics,228,7,74.41,612,Store_B,1
MED-7539-RD,Analgesics,162,127,52.16,126,Store_B,0
MED-4164-QY,Antipyretics,195,52,130.35,85,Store_D,1
MED-2029-KQ,Antibiotics,36,16,153.07,313,Store_A,0
MED-3903-HO,Antipyretics,446,131,78.75,143,Store_C,0
MED-7038-WI,Supplements,275,90,138.35,541,Store_C,0
MED-6936-ZW,Analgesics,485,75,146.43,205,Store_C,0
MED-2388-PD,Supplements,170,42,20.71,453,Store_B,0
MED-3761-HA,Antibiotics,149,58,6.18,347,Store_D,0
MED-3461-GL,Antibiotics,328,82,26.74,397,Store_B,0
MED-6956-GY,Analgesics,207,86,111.6,724,Store_A,0
MED-2458-WF,Analgesics,369,146,43.11,525,Store_D,0
MED-2615-SN,Supplements,49,83,44.25,43,Store_A,0
MED-3810-ZM,Supplements,227,133,190.65,433,Store_D,0
MED-4192-WA,Antipyretics,112,10,66.24,184,Store_C,1
MED-2087-LN,Antiseptics,489,20,21.99,567,Store_A,1
MED-0582-OY,Analgesics,158,93,126.73,509,Store_A,0
MED-8872-KU,Antipyretics,454,43,112.94,617,Store_A,0
MED-7169-UF,Antipyretics,367,50,170.45,384,Store_D,0
MED-1599-IV,Antiseptics,360,118,122.27,75,Store_B,1
MED-6639-US,Antiseptics,404,55,82.04,590,Store_A,0
MED-7576-MI,Analgesics,122,145,92.82,186,Store_C,0
MED-3276-MR,Antiseptics,138,145,98.66,100,Store_A,0
MED-4839-XS,Antipyretics,158,91,121.3,190,Store_B,0
MED-4466-GV,Antibiotics,305,64,25.69,97,Store_A,1
MED-6790-JZ,Analgesics,463,3,88.29,315,Store_A,1
MED-0077-BG,Antiseptics,222,45,109.45,619,Store_D,0
MED-7281-NV,Analgesics,240,27,104.64,607,Store_B,0
MED-8795-KC,Antibiotics,91,80,70.06,366,Store_B,0
MED-6446-FH,Antiseptics,134,85,172.11,587,Store_C,0
MED-7168-OI,Antiseptics,300,67,171.83,107,Store_D,1
MED-5785-MM,Antipyretics,166,45,131.45,163,Store_A,0
MED-1471-BB,Antiseptics,282,19,68.93,152,Store_B,1
MED-3677-UI,Supplements,55,72,113.32,48,Store_B,0
MED-5089-RF,Antiseptics,159,54,22.19,676,Store_C,0
MED-5054-UB,Supplements,15,144,88.92,407,Store_A,0
MED-8429-JK,Supplements,297,10,128.89,122,Store_B,1
MED-6023-DJ,Antibiotics,158,73,67.8,296,Store_B,0
MED-2029-JG,Analgesics,476,126,89.9,555,Store_C,0
MED-4974-HK,Analgesics,144,39,107.88,267,Store_B,0
MED-4005-QH,Antibiotics,14,123,24.77,545,Store_B,0
MED-5734-TE,Supplements,358,107,143.8,150,Store_D,0
MED-3883-IM,Analgesics,201,20,184.91,110,Store_B,1
MED-3529-LB,Analgesics,266,137,69.04,296,Store_C,0
MED-3969-TF,Antibiotics,387,141,100.51,549,Store_B,0
MED-1149-FG,Antipyretics,128,54,146.96,498,Store_D,0
MED-5857-WF,Antiseptics,481,107,90.07,555,Store_D,0
MED-4219-KJ,Analgesics,473,87,113.84,335,Store_B,0
MED-6446-XF,Antiseptics,220,88,102.96,158,Store_B,0
MED-1027-VS,Supplements,48,87,70.58,404,Store_B,0
MED-7840-GH,Analgesics,394,146,126.59,323,Store_D,0
MED-4738-IM,Antipyretics,270,121,194.63,277,Store_B,0
MED-9812-QU,Supplements,61,127,94.23,472,Store_B,0
MED-5850-LH,Antiseptics,317,97,169.91,327,Store_C,0
MED-1628-QR,Analgesics,114,33,196.33,54,Store_C,1
MED-0917-QQ,Analgesics,61,127,79.66,605,Store_C,0
MED-1638-YR,Antibiotics,217,3,56.17,258,Store_B,1
MED-1040-BH,Antiseptics,295,115,72.51,431,Store_B,0
MED-4773-PA,Supplements,34,54,24.4,465,Store_A,0
MED-0019-KM,Antipyretics,198,14,141.67,71,Store_C,1
MED-1845-DS,Analgesics,233,95,98.99,308,Store_C,0
MED-9809-XR,Antibiotics,144,25,86.73,559,Store_A,0
MED-7587-BB,Supplements,414,14,66.89,288,Store_B,1
MED-8162-LM,Antipyretics,190,77,181.72,137,Store_D,0
MED-1425-BT,Analgesics,81,3,7.06,311,Store_B,1
MED-3906-SB,Antiseptics,20,74,84.25,426,Store_A,0
MED-2310-RV,Antipyretics,334,53,126.58,722,Store_B,0
MED-4886-KL,Analgesics,147,107,97.88,69,Store_D,0
MED-7855-FN,Antipyretics,259,144,40.89,606,Store_D,0
MED-5618-NS,Antipyretics,112,27,189.12,692,Store_A,0
MED-5776-CH,Supplements,241,124,44.69,218,Store_C,0
MED-3252-JX,Antiseptics,108,81,162.67,438,Store_D,0
MED-3733-YN,Antiseptics,94,102,63.85,382,Store_D,0
MED-5658-UG,Antibiotics,16,70,183.08,723,Store_D,0
MED-9955-DS,Antipyretics,201,111,41.45,644,Store_B,0
MED-9165-TB,Supplements,372,59,75.86,71,Store_B,1
MED-8200-AT,Antiseptics,185,34,46.96,134,Store_D,1
MED-6956-MW,Supplements,260,52,44.94,406,Store_C,0
MED-7998-XD,Supplements,225,84,52.24,551,Store_D,0
MED-8064-AE,Antiseptics,355,147,14.16,310,Store_C,0
MED-3866-CP,Antiseptics,102,102,89.73,602,Store_A,0
MED-4191-BJ,Analgesics,431,64,132.45,255,Store_A,0
MED-9026-ET,Antiseptics,353,29,49.52,617,Store_D,0
MED-6660-JK,Supplements,358,2,37.76,397,Store_C,1
MED-1923-TJ,Antipyretics,348,91,121.57,323,Store_C,0
MED-1877-NX,Antiseptics,437,60,85.09,228,Store_C,0
MED-4308-NB,Analgesics,53,127,12.49,396,Store_D,0
MED-1532-IV,Antipyretics,303,99,172.08,718,Store_D,0
MED-3988-RH,Analgesics,84,112,144.89,568,Store_D,0
MED-8390-GX,Antiseptics,418,114,21.23,532,Store_D,0
MED-2504-QB,Antibiotics,80,56,10.93,73,Store_C,0
MED-0983-VQ,Analgesics,347,85,15.65,697,Store_D,0
MED-4952-IB,Supplements,409,146,96.53,362,Store_C,0
MED-4842-LE,Supplements,406,63,105.07,497,Store_D,0
MED-2279-VB,Antipyretics,369,45,49.36,457,Store_A,0
MED-7105-UP,Antiseptics,38,70,6.39,71,Store_A,0
MED-4776-MM,Supplements,235,123,94.77,387,Store_C,0
MED-6489-QT,Antiseptics,132,137,29.31,107,Store_A,0
MED-4865-NW,Supplements,53,10,14.18,87,Store_A,1
MED-7383-WQ,Antiseptics,449,41,88.53,604,Store_C,0
MED-1283-EP,Antiseptics,310,142,153.57,638,Store_B,0
MED-5491-YC,Supplements,47,37,98.01,295,Store_C,0
MED-2997-SB,Antibiotics,389,72,70.48,562,Store_D,0
MED-3523-IH,Antiseptics,408,26,191.98,661,Store_A,0
MED-1292-UK,Analgesics,435,58,59.41,413,Store_A,0
MED-4236-OS,Antibiotics,241,132,165.02,256,Store_A,0
MED-0867-PN,Antipyretics,157,128,74.76,84,Store_D,0
MED-5914-YK,Antiseptics,176,110,174.59,213,Store_C,0
MED-2213-RR,Antipyretics,377,88,159.87,538,Store_B,0
MED-4619-OT,Antipyretics,215,136,116.19,583,Store_B,0
MED-4002-WD,Antipyretics,280,74,7.77,287,Store_C,0
MED-1940-ZH,Antiseptics,23,18,46.56,495,Store_A,0
MED-8794-DW,Antipyretics,459,82,177.11,453,Store_A,0
MED-4098-VM,Antiseptics,490,30,49.32,336,Store_D,1
MED-6456-UG,Supplements,150,58,135.26,239,Store_A,0
MED-8853-FI,Antipyretics,103,24,79.98,364,Store_D,0
MED-0060-QG,Antiseptics,269,16,11.32,729,Store_A,0
MED-7811-VH,Antipyretics,218,28,71.7,105,Store_D,1
MED-2904-WN,Antibiotics,217,110,103.38,76,Store_C,0
MED-9014-IO,Antipyretics,100,104,104.66,175,Store_D,0
MED-0247-ZP,Antipyretics,224,19,132.6,111,Store_D,1
MED-7694-ZD,Analgesics,331,147,30.63,540,Store_A,0
MED-4656-NQ,Antipyretics,205,36,112.32,427,Store_D,0
MED-3205-GJ,Antiseptics,171,24,28.31,707,Store_C,0
MED-2389-LF,Antiseptics,467,89,32.1,164,Store_A,0
MED-1129-HY,Antiseptics,110,134,143.68,387,Store_D,0
MED-7753-YH,Antiseptics,363,147,156.98,492,Store_B,0
MED-8690-AB,Antiseptics,126,18,52.11,347,Store_A,0
MED-2367-XI,Antipyretics,256,120,6.51,527,Store_B,0
MED-5243-WD,Supplements,318,127,82.11,107,Store_B,0
MED-3647-CL,Analgesics,361,4,31.09,103,Store_C,1
MED-5127-ZE,Antipyretics,336,94,72.83,548,Store_A,0
MED-5232-ZF,Analgesics,8,139,61.5,558,Store_D,0
MED-0300-RZ,Antipyretics,329,138,47.4,306,Store_D,0
MED-3855-NK,Antiseptics,156,4,91.66,197,Store_D,1
MED-0330-JN,Antipyretics,483,57,103.66,325,Store_A,0
MED-9426-XW,Antiseptics,306,79,7.46,291,Store_A,0
MED-6960-KW,Antiseptics,236,100,128.95,618,Store_D,0
MED-1145-EF,Analgesics,312,93,140.21,503,Store_B,0
MED-7849-VK,Antipyretics,443,68,62.31,471,Store_D,0
MED-9975-QC,Supplements,88,104,197.54,722,Store_A,0
MED-9612-OW,Antiseptics,17,121,94.3,86,Store_D,0
MED-5395-OQ,Supplements,39,4,55.84,552,Store_B,0
MED-7829-NS,Supplements,188,139,128.19,191,Store_C,0
MED-0009-LC,Antipyretics,241,72,62.81,99,Store_A,0
MED-3936-SX,Antiseptics,445,141,30.99,686,Store_A,0
MED-6928-UP,Antipyretics,330,126,64.3,99,Store_B,0
MED-0982-LH,Analgesics,218,85,27.22,398,Store_A,0
MED-6706-HT,Supplements,53,53,56.78,655,Store_C,0
MED-3488-YL,Supplements,491,19,129.6,402,Store_A,1
MED-2595-RB,Antipyretics,483,65,111.36,711,Store_C,0
MED-0166-EL,Antiseptics,86,88,36.85,387,Store_C,0
MED-0547-QY,Analgesics,160,3,108.0,710,Store_D,1
MED-3147-KI,Antipyretics,329,120,89.96,330,Store_D,0
MED-7158-KX,Supplements,351,95,26.92,157,Store_C,0
MED-7697-NF,Analgesics,51,54,31.04,482,Store_C,0
MED-1122-GX,Antiseptics,230,54,167.82,183,Store_D,0
MED-0546-DN,Antipyretics,397,65,58.64,666,Store_B,0
MED-1553-KL,Antipyretics,43,5,95.48,93,Store_A,1
MED-1368-GL,Antiseptics,15,98,199.65,232,Store_C,0
MED-7502-OO,Antibiotics,25,40,195.02,75,Store_B,0
MED-8755-WV,Antipyretics,168,112,131.03,476,Store_C,0
MED-2984-SZ,Antipyretics,163,104,154.74,72,Store_B,0
MED-0956-DU,Antiseptics,455,52,23.92,155,Store_D,1
MED-5589-JC,Supplements,452,70,172.37,217,Store_B,0
MED-4269-UG,Supplements,419,11,58.66,705,Store_B,1
MED-2862-RX,Supplements,53,71,183.21,416,Store_B,0
MED-8278-FH,Supplements,498,91,144.49,265,Store_B,0
MED-6332-EW,Supplements,258,16,132.82,286,Store_D,1
MED-0817-NV,Supplements,263,48,178.71,237,Store_C,0
MED-4510-CU,Antipyretics,153,67,135.8,707,Store_B,0
MED-1079-LU,Analgesics,322,103,168.57,485,Store_D,0
MED-1959-AB,Antibiotics,121,65,70.11,229,Store_C,0
MED-6939-CE,Supplements,452,21,105.23,331,Store_C,1
MED-7772-NZ,Analgesics,253,94,111.56,300,Store_B,0
MED-2279-PC,Analgesics,398,30,146.85,113,Store_A,1
MED-8030-MO,Supplements,346,72,119.62,122,Store_D,1
MED-7046-LY,Antiseptics,436,15,199.67,534,Store_A,1
MED-2654-VB,Antibiotics,95,91,90.94,249,Store_D,0
MED-2468-FG,Supplements,393,43,45.15,705,Store_A,0
MED-8895-HY,Antipyretics,62,47,64.63,102,Store_A,0
MED-8509-BL,Antipyretics,133,88,127.53,694,Store_B,0
MED-8745-RW,Supplements,71,7,117.86,355,Store_A,0
MED-3727-VF,Analgesics,318,83,167.72,233,Store_B,0
MED-3922-ZG,Supplements,408,104,190.31,241,Store_A,0
MED-9128-FH,Antibiotics,213,130,11.44,507,Store_A,0
MED-3095-XU,Antipyretics,50,56,39.3,521,Store_A,0
MED-9704-YD,Analgesics,337,25,33.13,576,Store_D,0
MED-0358-XE,Antiseptics,488,17,151.98,272,Store_B,1
MED-9664-DU,Antibiotics,486,12,167.38,144,Store_D,1
MED-5230-RV,Antipyretics,329,142,196.9,511,Store_C,0
MED-3111-LT,Antibiotics,494,60,94.27,36,Store_A,1
MED-7930-QZ,Analgesics,165,102,189.72,31,Store_A,1
MED-3079-ZU,Antiseptics,280,118,189.41,57,Store_A,1
MED-1183-LW,Antibiotics,192,57,18.85,339,Store_D,0
MED-6981-QC,Antibiotics,443,81,87.47,606,Store_A,0
MED-9972-SJ,Antipyretics,26,108,148.06,386,Store_A,0
MED-3193-NK,Antiseptics,168,69,185.13,210,Store_B,0
MED-0205-OQ,Analgesics,468,147,109.77,50,Store_D,1
MED-6630-ZP,Antiseptics,107,48,56.89,631,Store_A,0
MED-6249-KG,Antibiotics,340,74,87.83,590,Store_A,0
MED-6553-QL,Analgesics,248,143,196.09,128,Store_B,0
MED-0082-AQ,Analgesics,499,3,25.87,240,Store_C,1
MED-6732-ZF,Supplements,86,145,92.43,570,Store_C,0
MED-8243-JA,Antiseptics,359,134,153.62,135,Store_D,0
MED-7820-UB,Analgesics,175,82,190.8,391,Store_A,0
MED-6284-TW,Antibiotics,421,101,175.76,603,Store_A,0
MED-7463-YH,Supplements,385,115,145.61,172,Store_B,0
MED-6411-LF,Analgesics,161,80,78.19,111,Store_B,0
MED-3010-OZ,Antibiotics,437,76,132.19,655,Store_B,0
MED-1747-IH,Analgesics,324,103,8.3,284,Store_D,0
MED-7305-HT,Analgesics,116,58,46.23,491,Store_A,0
MED-6130-QZ,Antiseptics,56,38,21.37,127,Store_D,0
MED-1470-UB,Supplements,378,70,195.6,678,Store_B,0
MED-8480-AJ,Antibiotics,130,68,24.53,233,Store_A,0
MED-6392-PB,Antipyretics,478,31,23.04,415,Store_B,1
MED-9529-FE,Antipyretics,434,69,86.15,170,Store_C,1
MED-1126-UK,Antiseptics,167,56,15.6,671,Store_A,0
MED-7368-HS,Antibiotics,176,65,146.86,76,Store_B,0
MED-2824-PX,Analgesics,337,111,99.21,135,Store_D,0
MED-7298-RT,Analgesics,260,57,38.92,191,Store_A,0
MED-3274-XR,Antipyretics,401,4,97.53,155,Store_D,1
MED-3811-KN,Supplements,202,44,81.11,513,Store_B,0
MED-6247-GQ,Antipyretics,363,99,86.39,626,Store_D,0
MED-1583-ZW,Antiseptics,50,45,175.34,728,Store_B,0
MED-4392-IK,Analgesics,495,126,67.4,293,Store_B,0
MED-3015-KK,Antibiotics,371,74,42.51,517,Store_A,0
MED-5581-QY,Antipyretics,265,76,153.66,357,Store_C,0
MED-4957-LY,Antipyretics,44,27,89.88,112,Store_D,0
MED-1795-MM,Analgesics,174,34,91.33,638,Store_C,0
MED-8831-HW,Analgesics,356,13,73.59,135,Store_D,1
MED-8579-PE,Supplements,457,27,121.54,298,Store_D,1
MED-7599-HR,Antibiotics,111,24,15.32,47,Store_B,1
MED-5823-DV,Supplements,290,27,74.95,580,Store_A,0
MED-7191-GJ,Analgesics,180,131,183.77,587,Store_B,0
MED-8110-FM,Analgesics,220,147,119.32,101,Store_D,0
MED-3561-XD,Analgesics,277,71,167.19,275,Store_B,0
MED-9914-NG,Analgesics,427,141,128.15,307,Store_C,0
MED-6215-GM,Analgesics,93,142,94.45,423,Store_A,0
MED-0889-ME,Antipyretics,13,80,96.32,255,Store_C,0
MED-2672-XJ,Analgesics,38,36,105.87,661,Store_C,0
MED-3005-AU,Antibiotics,407,68,88.82,358,Store_D,0
MED-1867-NL,Antiseptics,137,68,52.86,635,Store_D,0
MED-8605-QW,Supplements,133,92,5.95,58,Store_B,0
MED-4679-FG,Antiseptics,337,42,69.53,202,Store_D,1
MED-1186-QV,Antipyretics,410,101,199.22,203,Store_A,0
MED-2479-DM,Antipyretics,147,61,45.33,328,Store_D,0
MED-8877-KI,Analgesics,437,65,63.39,693,Store_C,0
MED-1144-JO,Analgesics,170,32,165.96,570,Store_C,0
MED-9173-AA,Analgesics,338,26,11.15,466,Store_C,0
MED-6749-DX,Analgesics,406,138,126.63,178,Store_A,0
MED-2418-YC,Antibiotics,409,28,189.69,227,Store_C,1
MED-9653-GS,Antiseptics,360,29,180.02,668,Store_C,0
MED-3012-QY,Analgesics,248,132,165.98,277,Store_B,0
MED-3759-UR,Supplements,397,86,190.69,640,Store_C,0
MED-6076-JD,Antibiotics,454,95,82.93,144,Store_D,0
MED-6546-RT,Antiseptics,35,12,32.9,159,Store_D,0
MED-4489-JZ,Antibiotics,31,3,134.86,562,Store_B,0
MED-6543-NR,Supplements,184,86,94.61,284,Store_A,0
MED-9312-FT,Antiseptics,29,131,154.28,55,Store_B,0
MED-4492-RK,Antibiotics,327,2,38.62,42,Store_C,1
MED-5541-IE,Antiseptics,52,58,192.66,361,Store_B,0
MED-8708-KW,Supplements,486,23,56.92,726,Store_C,0
MED-5951-OF,Antipyretics,384,54,187.21,98,Store_D,1
MED-3180-QT,Antibiotics,204,17,22.45,361,Store_A,0
MED-2502-MW,Supplements,494,40,192.8,285,Store_D,1
MED-4062-HP,Antiseptics,141,129,125.16,729,Store_C,0
MED-0068-RE,Analgesics,19,37,23.84,354,Store_B,0
MED-0719-LO,Antibiotics,334,25,161.44,175,Store_C,1
MED-2880-ZR,Antiseptics,94,61,61.38,256,Store_D,0
MED-5622-FL,Analgesics,470,30,152.98,108,Store_A,1
MED-7810-YS,Antibiotics,157,22,187.55,86,Store_C,1
MED-1339-RP,Antibiotics,190,143,108.21,187,Store_C,0
MED-7809-ZM,Supplements,363,78,162.07,475,Store_B,0
MED-2142-OM,Antibiotics,235,19,119.64,46,Store_C,1
MED-0735-WR,Antipyretics,330,121,99.86,625,Store_A,0
MED-2693-QJ,Antiseptics,334,89,190.11,429,Store_B,0
MED-8720-TN,Supplements,257,128,46.04,36,Store_D,1
MED-5575-DM,Antipyretics,20,13,63.21,50,Store_B,0
MED-9980-UF,Antipyretics,232,18,40.96,163,Store_D,1
MED-7258-TO,Antipyretics,408,67,19.94,466,Store_A,0
MED-7492-XP,Antipyretics,472,104,71.05,130,Store_B,0
MED-5442-NE,Supplements,230,27,164.57,535,Store_B,0
MED-3959-OE,Analgesics,35,60,181.65,647,Store_D,0
MED-7187-VG,Antibiotics,402,25,189.03,531,Store_C,0
MED-3195-XQ,Antibiotics,191,33,11.76,66,Store_B,1
MED-1042-PC,Antibiotics,231,65,12.42,211,Store_B,0
MED-8397-BZ,Antipyretics,418,54,26.46,264,Store_C,0
MED-2014-FE,Antipyretics,291,101,146.87,432,Store_D,0
MED-9337-ZD,Antipyretics,105,30,110.23,393,Store_B,0
MED-8739-RC,Antiseptics,275,133,141.38,195,Store_C,0
MED-1593-BP,Antipyretics,94,116,95.94,533,Store_B,0
MED-0300-PI,Antipyretics,140,140,157.72,468,Store_B,0
MED-2710-EW,Analgesics,402,119,83.71,512,Store_C,0
MED-6553-CP,Antiseptics,464,68,14.81,107,Store_D,1
MED-2977-DL,Antiseptics,79,40,44.56,200,Store_C,0
MED-3657-CS,Antipyretics,52,87,101.23,401,Store_D,0
MED-7751-YI,Analgesics,155,142,178.31,550,Store_A,0
MED-6271-TI,Antipyretics,423,102,131.66,687,Store_A,0
MED-7020-ZU,Antipyretics,245,82,168.11,255,Store_B,0
MED-2329-LJ,Antipyretics,400,101,116.48,428,Store_C,0
MED-2165-AP,Supplements,341,136,26.48,683,Store_D,0
MED-1712-EY,Antibiotics,420,71,62.96,291,Store_C,0
MED-4685-TQ,Analgesics,348,121,130.35,319,Store_D,0
MED-7647-DV,Antipyretics,218,25,52.47,585,Store_D,0
MED-6011-JG,Antibiotics,367,125,5.25,703,Store_C,0
MED-9965-IB,Analgesics,167,117,189.83,408,Store_B,0
MED-6073-DK,Analgesics,224,25,137.95,147,Store_A,1
MED-7743-XN,Supplements,460,133,73.39,290,Store_A,0
MED-7520-RE,Antibiotics,358,31,106.44,92,Store_C,1
MED-0985-KA,Analgesics,445,38,160.7,668,Store_D,0
MED-4808-VE,Antiseptics,427,104,25.63,491,Store_A,0
MED-2879-OK,Analgesics,490,133,18.73,393,Store_D,0
MED-2022-QU,Antibiotics,11,68,102.73,396,Store_B,0
MED-7315-SK,Analgesics,408,84,130.62,500,Store_C,0
